StudentId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,House
220,B,A,A,A,A,A,A,B,A,A,A,C,A,A,B,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
221,B,A,A,A,A,A,A,B,A,A,A,C,A,A,B,A,A,A,A,E,A,B,A,A,A,A,C,Gryffindor
222,B,A,A,A,A,A,A,B,A,A,A,C,A,A,C,A,A,A,B,A,A,C,A,A,A,C,A,Gryffindor
223,B,A,A,A,A,A,A,B,A,A,A,C,B,A,A,A,B,A,A,A,A,A,A,B,A,A,C,Gryffindor
224,B,A,A,A,A,A,A,B,A,A,A,C,A,E,A,B,A,A,A,A,A,A,A,B,C,A,A,Gryffindor
225,B,A,A,A,A,A,A,B,A,A,A,D,F,A,A,A,A,A,A,D,A,B,A,A,A,A,B,Gryffindor
226,B,A,A,A,A,A,A,B,A,D,A,A,A,E,A,A,A,A,A,A,C,A,B,A,A,B,A,Gryffindor
227,B,A,A,A,A,A,A,B,A,E,A,A,A,A,D,A,A,A,A,E,A,A,B,A,C,A,A,Gryffindor
228,B,A,A,A,A,A,A,B,A,A,A,F,C,A,A,A,A,E,A,A,A,A,A,B,C,A,A,Gryffindor
229,B,A,A,A,C,A,A,A,A,A,A,D,A,B,A,A,A,A,B,A,A,C,A,A,B,A,A,Gryffindor
230,B,A,A,A,C,A,A,A,A,D,A,A,A,A,D,A,A,A,A,B,A,A,B,A,A,A,C,Gryffindor
231,B,A,A,A,C,A,A,A,A,A,D,A,A,A,C,C,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
232,B,A,A,A,C,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,B,A,A,A,B,Gryffindor
233,B,A,A,A,C,A,A,A,A,A,F,A,A,A,C,A,A,A,B,A,A,B,A,A,B,A,A,Gryffindor
234,B,A,A,A,C,A,A,A,A,A,F,A,F,A,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
235,B,A,A,A,C,A,A,A,A,A,G,A,C,A,A,A,A,D,A,A,A,A,B,A,A,C,A,Gryffindor
236,B,A,A,A,A,A,C,A,A,A,A,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,Gryffindor
237,B,A,A,A,A,A,C,A,A,A,A,D,A,A,B,A,A,A,C,A,A,B,A,A,A,C,A,Gryffindor
238,B,A,A,A,A,A,C,A,A,A,A,D,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,Gryffindor
239,B,A,A,A,A,A,C,A,A,A,B,A,D,A,A,D,A,A,A,A,A,B,A,A,A,C,A,Gryffindor
240,B,A,A,A,A,A,C,A,A,A,A,F,C,A,A,A,E,A,A,A,A,B,A,A,A,C,A,Gryffindor
241,B,A,A,A,A,A,C,A,A,A,F,A,A,A,B,A,A,A,C,A,A,A,C,A,A,A,C,Gryffindor
242,B,A,A,A,A,A,C,A,A,A,F,A,A,A,B,A,A,A,A,A,D,B,A,A,A,C,A,Gryffindor
243,B,A,A,A,A,A,C,A,A,A,F,A,A,A,B,D,A,A,A,A,A,B,A,A,A,A,C,Gryffindor
244,B,A,A,A,A,A,C,A,A,A,F,A,A,A,B,D,A,A,A,A,A,A,C,A,A,A,C,Gryffindor
245,B,A,A,A,A,A,C,A,A,A,F,A,A,B,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
246,B,A,A,A,A,A,C,A,A,A,F,A,A,E,A,A,A,A,C,A,A,A,C,A,A,C,A,Gryffindor
247,B,A,A,A,A,A,C,A,A,A,F,A,A,E,A,A,A,A,A,A,D,B,A,A,B,A,A,Gryffindor
248,B,A,A,A,A,A,C,A,A,A,G,A,C,A,A,A,A,B,A,A,A,A,B,A,A,A,B,Gryffindor
249,B,A,A,A,A,A,C,A,A,A,G,A,C,A,A,D,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
250,B,A,A,A,A,A,D,A,A,A,A,B,A,A,G,D,A,A,A,A,A,B,A,A,A,B,A,Gryffindor
251,B,A,A,A,A,A,D,A,A,A,A,C,A,B,A,A,A,A,A,A,D,A,B,A,A,A,B,Gryffindor
252,B,A,A,A,A,A,D,A,A,A,A,C,A,F,A,A,A,A,A,E,A,B,A,A,A,A,C,Gryffindor
253,B,A,A,A,A,A,D,A,A,A,A,D,A,A,D,A,A,A,A,E,A,C,A,A,A,A,B,Gryffindor
254,B,A,A,A,A,A,D,A,A,D,A,A,A,A,C,A,E,A,A,A,A,A,B,A,A,A,B,Gryffindor
255,B,A,A,A,A,A,D,A,A,D,A,A,C,A,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
256,B,A,A,A,A,A,D,A,A,D,A,A,A,A,F,D,A,A,A,A,A,B,A,A,A,B,A,Gryffindor
257,B,A,A,A,A,A,D,A,A,A,B,A,A,A,B,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
258,B,A,A,A,A,A,D,A,A,A,B,A,A,A,D,A,A,A,A,B,A,A,B,A,C,A,A,Gryffindor
259,B,A,A,A,A,A,D,A,A,A,B,A,A,A,D,A,A,E,A,A,A,A,B,A,A,C,A,Gryffindor
260,B,A,A,A,A,A,D,A,A,A,D,A,A,A,B,A,A,A,A,B,A,B,A,A,A,A,B,Gryffindor
261,B,A,A,A,A,A,D,A,A,A,F,A,D,A,A,A,A,A,B,A,A,A,B,A,A,C,A,Gryffindor
262,B,A,A,A,A,A,D,A,A,A,F,A,D,A,A,A,A,D,A,A,A,C,A,A,C,A,A,Gryffindor
263,B,A,A,A,A,B,A,A,A,D,A,A,A,B,A,A,A,D,A,A,A,A,B,A,C,A,A,Gryffindor
264,B,A,A,A,A,B,A,A,A,B,A,A,A,H,A,D,A,A,A,A,A,A,B,A,A,B,A,Gryffindor
265,B,A,A,A,A,A,A,A,C,D,A,A,A,A,G,A,A,E,A,A,A,A,A,B,A,B,A,Gryffindor
266,B,A,A,A,A,A,A,A,C,A,G,A,A,A,D,A,A,A,C,A,A,A,A,B,A,B,A,Gryffindor
267,B,A,A,A,A,A,A,A,D,A,A,B,A,C,A,A,A,A,C,A,A,A,A,B,A,A,B,Gryffindor
268,B,A,A,A,A,A,A,A,D,A,A,C,A,B,A,D,A,A,A,A,A,B,A,A,A,A,B,Gryffindor
269,B,A,A,A,A,A,A,A,D,A,A,C,A,B,A,A,A,A,A,B,A,A,A,C,C,A,A,Gryffindor
270,B,A,A,A,A,A,A,A,D,A,A,C,B,A,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
271,B,A,A,A,A,A,A,A,D,A,A,C,D,A,A,A,A,A,D,A,A,A,B,A,C,A,A,Gryffindor
272,B,A,A,A,A,A,A,A,D,A,A,C,D,A,A,A,E,A,A,A,A,A,B,A,A,A,C,Gryffindor
273,B,A,A,A,A,A,A,A,D,A,A,D,A,A,C,A,B,A,A,A,A,A,C,A,C,A,A,Gryffindor
274,B,A,A,A,A,A,A,A,D,D,A,A,D,A,A,C,A,A,A,A,A,A,B,A,C,A,A,Gryffindor
275,B,A,A,A,A,A,A,A,D,A,B,A,A,A,D,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
276,B,A,A,A,A,A,A,A,D,A,B,A,D,A,A,A,A,A,D,A,A,A,B,A,C,A,A,Gryffindor
277,B,A,A,A,A,A,A,A,D,A,C,A,D,A,A,A,A,A,A,A,C,A,B,A,A,C,A,Gryffindor
278,B,A,A,A,A,A,A,A,D,A,D,A,D,A,A,A,C,A,A,A,A,A,A,B,A,A,B,Gryffindor
279,B,A,A,A,A,A,A,A,D,A,A,F,C,A,A,A,A,A,A,A,C,A,A,C,A,A,B,Gryffindor
280,B,A,A,A,A,A,A,A,D,A,A,F,A,A,F,A,A,A,A,E,A,A,A,C,A,A,B,Gryffindor
281,B,A,A,A,A,A,A,A,D,A,F,A,A,B,A,A,A,A,A,B,A,A,A,C,A,A,C,Gryffindor
282,B,A,A,A,A,A,A,A,D,A,F,A,A,B,A,A,A,A,A,E,A,A,A,B,C,A,A,Gryffindor
283,B,A,A,A,A,A,A,A,D,A,F,A,A,C,A,A,C,A,A,A,A,A,B,A,A,B,A,Gryffindor
284,B,A,A,A,A,A,A,A,D,A,G,A,A,E,A,A,A,D,A,A,A,B,A,A,A,A,C,Gryffindor
285,B,A,A,A,A,A,A,A,D,A,G,A,A,H,A,A,A,A,A,E,A,C,A,A,A,A,C,Gryffindor
286,B,A,A,A,A,A,E,A,A,A,A,F,D,A,A,A,A,B,A,A,A,A,A,B,A,B,A,Gryffindor
287,B,A,A,A,A,A,E,A,A,A,G,A,A,B,A,A,A,A,E,A,A,A,C,A,A,C,A,Gryffindor
288,B,A,A,A,A,C,A,A,A,A,A,C,A,B,A,D,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
289,B,A,A,A,A,C,A,A,A,A,A,D,B,A,A,A,A,A,A,A,B,A,A,B,A,C,A,Gryffindor
290,B,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,A,A,C,A,A,A,C,A,B,A,A,Gryffindor
291,B,A,A,A,A,C,A,A,A,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A,C,Gryffindor
292,B,A,A,A,A,C,A,A,A,D,A,A,B,A,A,A,C,A,A,A,A,A,C,A,C,A,A,Gryffindor
293,B,A,A,A,A,C,A,A,A,D,A,A,B,A,A,D,A,A,A,A,A,B,A,A,A,A,C,Gryffindor
294,B,A,A,A,A,C,A,A,A,D,A,A,A,E,A,A,A,A,C,A,A,A,C,A,B,A,A,Gryffindor
295,B,A,A,A,A,C,A,A,A,A,A,F,A,A,D,A,A,E,A,A,A,A,B,A,A,A,B,Gryffindor
296,B,A,A,A,A,C,A,A,A,A,F,A,A,A,B,A,A,A,C,A,A,A,C,A,A,C,A,Gryffindor
297,B,A,A,A,A,C,A,A,A,A,F,A,A,A,B,A,A,A,C,A,A,A,C,A,A,A,C,Gryffindor
298,B,A,A,A,A,C,A,A,A,A,F,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,B,Gryffindor
299,B,A,A,A,A,C,A,A,A,A,F,A,B,A,A,A,A,A,A,B,A,B,A,A,B,A,A,Gryffindor
300,B,A,A,A,A,C,A,A,A,A,F,A,B,A,A,D,A,A,A,A,A,B,A,A,A,C,A,Gryffindor
301,B,A,A,A,A,C,A,A,A,A,F,A,D,A,A,A,C,A,A,A,A,B,A,A,A,A,B,Gryffindor
302,B,A,A,A,A,C,A,A,A,A,G,A,D,A,A,A,A,A,A,A,C,A,B,A,A,A,B,Gryffindor
303,B,A,A,A,E,A,A,A,A,D,A,A,A,A,B,A,A,A,A,B,A,B,A,A,C,A,A,Gryffindor
304,B,A,A,A,E,A,A,A,A,D,A,A,A,A,B,A,A,A,A,B,A,B,A,A,A,A,C,Gryffindor
305,B,A,A,A,E,A,A,A,A,D,A,A,B,A,A,D,A,A,A,A,A,A,A,C,A,C,A,Gryffindor
306,B,A,A,A,E,A,A,A,A,D,A,A,A,E,A,A,A,A,A,B,A,B,A,A,B,A,A,Gryffindor
307,B,A,A,A,E,A,A,A,A,D,A,A,A,E,A,D,A,A,A,A,A,A,C,A,A,A,C,Gryffindor
308,B,A,A,A,E,A,A,A,A,D,A,A,E,A,A,D,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
309,B,A,A,A,E,A,A,A,A,A,F,A,A,C,A,A,A,E,A,A,A,C,A,A,A,A,B,Gryffindor
310,B,A,A,A,E,A,A,A,A,A,G,A,A,C,A,A,A,B,A,A,A,C,A,A,A,A,B,Gryffindor
311,B,A,A,A,A,D,A,A,A,D,A,A,A,A,D,A,A,A,E,A,A,A,B,A,A,B,A,Gryffindor
312,B,A,A,A,A,D,A,A,A,D,A,A,A,B,A,A,A,A,A,A,C,A,B,A,A,C,A,Gryffindor
313,B,A,A,A,A,D,A,A,A,D,A,A,A,H,A,A,A,A,C,A,A,C,A,A,A,A,B,Gryffindor
314,B,A,A,A,A,E,A,A,A,A,A,C,A,A,C,A,A,A,E,A,A,A,B,A,A,A,B,Gryffindor
315,B,A,A,A,A,E,A,A,A,A,A,C,A,B,A,A,A,A,B,A,A,C,A,A,C,A,A,Gryffindor
316,B,A,A,A,A,E,A,A,A,E,A,A,D,A,A,A,B,A,A,A,A,B,A,A,A,A,B,Gryffindor
317,B,A,A,A,A,E,A,A,A,A,A,F,D,A,A,D,A,A,A,A,A,B,A,A,B,A,A,Gryffindor
318,B,A,A,A,A,A,A,A,E,D,A,A,D,A,A,A,A,A,A,B,A,B,A,A,A,A,C,Gryffindor
319,B,A,A,A,A,A,A,A,E,D,A,A,D,A,A,A,A,D,A,A,A,A,C,A,A,A,C,Gryffindor
320,B,A,A,A,A,A,A,A,E,E,A,A,D,A,A,A,A,A,A,A,C,A,A,C,A,A,B,Gryffindor
321,B,A,A,A,A,A,A,D,A,A,F,A,A,A,C,A,A,A,D,A,A,A,B,A,C,A,A,Gryffindor
322,B,A,A,A,A,A,A,D,A,A,F,A,A,H,A,A,A,A,A,A,C,B,A,A,A,C,A,Gryffindor
323,B,A,A,A,A,A,A,D,A,A,G,A,A,E,A,A,A,D,A,A,A,B,A,A,A,B,A,Gryffindor
324,B,A,A,A,A,A,A,E,A,D,A,A,B,A,A,A,E,A,A,A,A,B,A,A,A,C,A,Gryffindor
325,B,A,A,A,A,A,A,E,A,A,A,F,A,A,C,D,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
326,A,A,A,C,A,A,A,B,A,D,A,A,A,A,G,A,A,E,A,A,A,B,A,A,B,A,A,Gryffindor
327,A,A,A,C,A,A,A,B,A,D,A,A,A,A,G,A,A,E,A,A,A,B,A,A,C,A,A,Gryffindor
328,A,A,A,C,A,A,A,B,A,A,G,A,D,A,A,A,A,A,D,A,A,A,C,A,A,A,B,Gryffindor
329,A,A,A,C,A,A,B,A,A,D,A,A,A,H,A,A,A,B,A,A,A,A,A,C,A,A,B,Gryffindor
330,A,A,A,C,A,A,B,A,A,D,A,A,A,H,A,A,B,A,A,A,A,B,A,A,A,A,B,Gryffindor
331,A,A,A,C,A,A,B,A,A,A,F,A,A,C,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
332,A,A,A,C,A,A,B,A,A,A,G,A,A,H,A,A,A,A,A,A,E,B,A,A,A,A,B,Gryffindor
333,A,A,A,C,C,A,A,A,A,A,A,B,A,B,A,A,A,A,A,E,A,A,B,A,C,A,A,Gryffindor
334,A,A,A,C,C,A,A,A,A,B,A,A,B,A,A,D,A,A,A,A,A,A,A,C,A,C,A,Gryffindor
335,A,A,A,C,C,A,A,A,A,A,A,C,C,A,A,A,A,A,A,E,A,B,A,A,A,A,C,Gryffindor
336,A,A,A,C,C,A,A,A,A,D,A,A,A,H,A,A,A,A,A,A,E,C,A,A,A,C,A,Gryffindor
337,A,A,A,C,A,A,C,A,A,A,A,C,D,A,A,B,A,A,A,A,A,B,A,A,A,C,A,Gryffindor
338,A,A,A,C,A,A,C,A,A,D,A,A,A,A,E,A,A,A,A,A,D,B,A,A,A,C,A,Gryffindor
339,A,A,A,C,A,A,C,A,A,D,A,A,A,A,F,A,A,A,A,A,D,B,A,A,A,A,B,Gryffindor
340,A,A,A,C,A,A,D,A,A,A,A,C,A,B,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
341,A,A,A,C,A,A,D,A,A,A,A,C,A,H,A,D,A,A,A,A,A,B,A,A,A,A,B,Gryffindor
342,A,A,A,C,A,A,D,A,A,D,A,A,A,A,C,A,A,D,A,A,A,A,A,B,B,A,A,Gryffindor
343,A,A,A,C,A,A,D,A,A,A,F,A,A,A,B,A,A,D,A,A,A,B,A,A,A,A,C,Gryffindor
344,A,A,A,C,A,A,D,A,A,A,F,A,C,A,A,A,A,A,B,A,A,B,A,A,A,C,A,Gryffindor
345,A,A,A,C,A,B,A,A,A,D,A,A,D,A,A,A,A,B,A,A,A,A,C,A,A,A,B,Gryffindor
346,A,A,A,C,A,B,A,A,A,A,G,A,D,A,A,A,A,B,A,A,A,A,C,A,A,A,B,Gryffindor
347,A,A,A,C,A,A,A,A,B,D,A,A,A,A,C,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
348,A,A,A,C,A,A,A,A,B,D,A,A,A,A,D,A,A,A,A,A,D,B,A,A,A,A,B,Gryffindor
349,A,A,A,C,A,A,A,A,B,D,A,A,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,Gryffindor
350,A,A,A,C,A,A,A,A,B,D,A,A,A,A,E,A,A,A,A,D,A,A,C,A,A,A,B,Gryffindor
351,A,A,A,C,A,A,A,A,B,D,A,A,A,H,A,A,A,B,A,A,A,A,A,C,A,A,B,Gryffindor
352,A,A,A,C,A,A,A,A,B,D,A,A,A,H,A,A,B,A,A,A,A,B,A,A,A,B,A,Gryffindor
353,A,A,A,C,A,A,A,A,B,D,A,A,A,H,A,A,B,A,A,A,A,A,C,A,A,A,B,Gryffindor
354,A,A,A,C,A,A,A,A,B,A,A,E,A,H,A,A,B,A,A,A,A,A,C,A,A,A,B,Gryffindor
355,A,A,A,C,A,A,A,A,D,A,A,C,A,A,C,A,A,A,A,A,E,A,A,B,C,A,A,Gryffindor
356,A,A,A,C,A,A,A,A,D,A,A,C,A,B,A,E,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
357,A,A,A,C,A,A,A,A,D,A,A,C,D,A,A,A,B,A,A,A,A,A,A,C,C,A,A,Gryffindor
358,A,A,A,C,A,A,A,A,D,A,A,C,D,A,A,A,A,A,A,A,E,A,A,B,C,A,A,Gryffindor
359,A,A,A,C,A,A,A,A,D,A,F,A,A,B,A,A,A,D,A,A,A,B,A,A,B,A,A,Gryffindor
360,A,A,A,C,A,A,A,A,D,A,G,A,D,A,A,D,A,A,A,A,A,B,A,A,B,A,A,Gryffindor
361,A,A,A,C,A,A,A,A,D,A,G,A,E,A,A,D,A,A,A,A,A,A,B,A,C,A,A,Gryffindor
362,A,A,A,C,A,A,A,C,A,D,A,A,A,H,A,A,B,A,A,A,A,A,C,A,B,A,A,Gryffindor
363,A,A,A,C,A,A,A,C,A,A,F,A,A,A,E,A,C,A,A,A,A,A,C,A,A,C,A,Gryffindor
364,A,A,A,C,D,A,A,A,A,A,A,F,A,A,B,A,B,A,A,A,A,A,B,A,A,C,A,Gryffindor
365,A,A,A,C,A,A,E,A,A,A,A,F,A,A,D,D,A,A,A,A,A,B,A,A,A,A,B,Gryffindor
366,A,A,A,C,A,A,E,A,A,A,G,A,A,C,A,A,B,A,A,A,A,B,A,A,A,A,B,Gryffindor
367,A,A,A,C,A,C,A,A,A,A,A,C,D,A,A,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
368,A,A,A,C,E,A,A,A,A,A,G,A,A,H,A,A,A,A,C,A,A,A,C,A,A,A,B,Gryffindor
369,A,A,A,C,A,D,A,A,A,D,A,A,A,B,A,A,A,A,B,A,A,A,B,A,A,B,A,Gryffindor
370,A,A,A,C,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,A,D,A,C,A,A,A,C,Gryffindor
371,A,A,A,C,A,D,A,A,A,D,A,A,A,A,E,A,A,B,A,A,A,A,A,C,A,A,B,Gryffindor
372,A,A,A,C,A,D,A,A,A,D,A,A,A,C,A,A,C,A,A,A,A,B,A,A,A,A,C,Gryffindor
373,A,A,A,C,A,D,A,A,A,D,A,A,A,C,A,A,A,A,A,D,A,A,A,C,A,A,B,Gryffindor
374,A,A,A,C,A,D,A,A,A,D,A,A,A,H,A,B,A,A,A,A,A,A,B,A,A,A,B,Gryffindor
375,A,A,A,C,A,D,A,A,A,D,A,A,A,H,A,B,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
376,A,A,A,C,A,D,A,A,A,A,G,A,B,A,A,A,A,A,C,A,A,A,C,A,B,A,A,Gryffindor
377,A,A,A,C,A,D,A,A,A,A,G,A,A,C,A,A,C,A,A,A,A,C,A,A,A,A,B,Gryffindor
378,A,A,A,C,A,D,A,A,A,A,G,A,G,A,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
379,A,A,A,C,A,D,A,A,A,A,G,A,A,H,A,A,B,A,A,A,A,A,A,C,B,A,A,Gryffindor
380,A,A,A,C,A,E,A,A,A,A,A,C,A,B,A,A,A,A,B,A,A,B,A,A,A,A,B,Gryffindor
381,A,A,A,C,A,A,A,E,A,A,F,A,A,B,A,A,A,D,A,A,A,B,A,A,C,A,A,Gryffindor
382,C,A,A,A,A,A,A,B,A,A,F,A,A,B,A,A,A,A,A,A,C,A,A,C,A,C,A,Gryffindor
383,C,A,A,A,A,A,A,B,A,A,G,A,A,A,C,A,A,A,A,E,A,A,C,A,B,A,A,Gryffindor
384,C,A,A,A,A,A,A,B,A,A,G,A,D,A,A,D,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
385,C,A,A,A,A,A,B,A,A,A,A,C,D,A,A,A,A,E,A,A,A,A,A,C,A,A,B,Gryffindor
386,C,A,A,A,A,A,B,A,A,A,G,A,B,A,A,A,A,B,A,A,A,B,A,A,A,A,B,Gryffindor
387,C,A,A,A,C,A,A,A,A,A,A,C,A,C,A,A,A,A,C,A,A,A,C,A,B,A,A,Gryffindor
388,C,A,A,A,C,A,A,A,A,D,A,A,A,B,A,A,E,A,A,A,A,B,A,A,A,B,A,Gryffindor
389,C,A,A,A,A,A,C,A,A,A,A,F,A,C,A,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
390,C,A,A,A,A,A,D,A,A,A,A,C,A,B,A,A,A,A,A,D,A,A,A,B,A,A,C,Gryffindor
391,C,A,A,A,A,A,D,A,A,A,A,D,A,A,C,A,A,A,A,E,A,A,B,A,C,A,A,Gryffindor
392,C,A,A,A,A,A,D,A,A,D,A,A,A,A,E,A,A,A,A,E,A,A,B,A,C,A,A,Gryffindor
393,C,A,A,A,A,A,D,A,A,E,A,A,A,A,D,D,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
394,C,A,A,A,A,A,D,A,A,A,A,F,A,A,C,B,A,A,A,A,A,B,A,A,B,A,A,Gryffindor
395,C,A,A,A,A,A,D,A,A,A,F,A,B,A,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
396,C,A,A,A,A,A,D,A,A,A,F,A,F,A,A,A,A,A,A,E,A,B,A,A,A,C,A,Gryffindor
397,C,A,A,A,A,A,D,A,A,A,G,A,C,A,A,A,A,D,A,A,A,A,A,B,B,A,A,Gryffindor
398,C,A,A,A,A,B,A,A,A,A,A,F,A,A,D,A,A,A,D,A,A,A,C,A,A,A,B,Gryffindor
399,C,A,A,A,A,B,A,A,A,A,G,A,A,A,E,A,B,A,A,A,A,A,A,B,A,A,B,Gryffindor
400,C,A,A,A,A,A,A,A,B,A,G,A,A,B,A,A,B,A,A,A,A,A,C,A,A,C,A,Gryffindor
401,C,A,A,A,A,A,A,A,D,A,A,B,B,A,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
402,C,A,A,A,A,A,A,A,D,A,A,C,A,A,C,A,A,A,A,A,D,A,B,A,A,C,A,Gryffindor
403,C,A,A,A,A,A,A,A,D,A,A,C,C,A,A,A,A,A,B,A,A,B,A,A,A,C,A,Gryffindor
404,C,A,A,A,A,A,A,A,D,A,A,C,A,H,A,D,A,A,A,A,A,A,B,A,A,C,A,Gryffindor
405,C,A,A,A,A,A,A,A,D,A,A,D,A,G,A,D,A,A,A,A,A,A,A,B,A,A,B,Gryffindor
406,C,A,A,A,A,A,A,A,D,D,A,A,A,B,A,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
407,C,A,A,A,A,A,A,A,D,D,A,A,A,A,E,D,A,A,A,A,A,A,A,C,A,B,A,Gryffindor
408,C,A,A,A,A,A,A,A,D,D,A,A,A,A,E,D,A,A,A,A,A,A,C,A,A,B,A,Gryffindor
409,C,A,A,A,A,A,A,A,D,D,A,A,D,A,A,A,E,A,A,A,A,B,A,A,C,A,A,Gryffindor
410,C,A,A,A,A,A,A,A,D,E,A,A,B,A,A,A,D,A,A,A,A,A,C,A,B,A,A,Gryffindor
411,C,A,A,A,A,A,A,A,D,A,F,A,A,B,A,A,A,A,A,B,A,B,A,A,A,C,A,Gryffindor
412,C,A,A,A,A,A,A,C,A,A,F,A,A,B,A,A,A,A,B,A,A,A,C,A,A,C,A,Gryffindor
413,C,A,A,A,A,C,A,A,A,D,A,A,A,A,B,D,A,A,A,A,A,A,C,A,A,A,B,Gryffindor
414,C,A,A,A,A,C,A,A,A,D,A,A,A,A,D,A,A,A,B,A,A,B,A,A,A,C,A,Gryffindor
415,C,A,A,A,E,A,A,A,A,A,G,A,A,H,A,A,A,B,A,A,A,A,C,A,A,A,B,Gryffindor
416,C,A,A,A,A,A,E,A,A,A,A,C,A,C,A,D,A,A,A,A,A,A,B,A,A,A,B,Gryffindor
417,C,A,A,A,A,A,E,A,A,A,G,A,A,C,A,D,A,A,A,A,A,A,B,A,A,A,B,Gryffindor
418,C,A,A,A,A,D,A,A,A,B,A,A,A,B,A,A,A,E,A,A,A,A,A,B,A,C,A,Gryffindor
419,C,A,A,A,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,A,D,A,C,A,A,A,B,Gryffindor
420,C,A,A,A,A,D,A,A,A,D,A,A,B,A,A,A,A,A,A,A,E,B,A,A,A,A,B,Gryffindor
421,C,A,A,A,A,D,A,A,A,D,A,A,A,C,A,B,A,A,A,A,A,B,A,A,B,A,A,Gryffindor
422,C,A,A,A,A,D,A,A,A,E,A,A,D,A,A,A,C,A,A,A,A,A,B,A,A,C,A,Gryffindor
423,C,A,A,A,A,D,A,A,A,A,A,F,A,A,D,A,A,D,A,A,A,A,C,A,C,A,A,Gryffindor
424,C,A,A,A,A,D,A,A,A,A,G,A,A,A,C,A,B,A,A,A,A,A,C,A,B,A,A,Gryffindor
425,C,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,C,A,A,A,C,A,A,A,B,Gryffindor
426,C,A,A,A,A,D,A,A,A,A,G,A,D,A,A,D,A,A,A,A,A,A,C,A,C,A,A,Gryffindor
427,C,A,A,A,A,A,A,D,A,D,A,A,D,A,A,A,A,A,A,E,A,B,A,A,A,A,B,Gryffindor
428,A,A,C,A,A,A,A,B,A,A,F,A,C,A,A,A,A,A,A,B,A,A,C,A,B,A,A,Gryffindor
429,A,A,C,A,A,A,B,A,A,F,A,A,D,A,A,A,B,A,A,A,A,B,A,A,A,A,C,Gryffindor
430,A,A,C,A,C,A,A,A,A,B,A,A,A,A,D,A,A,A,A,A,E,A,C,A,C,A,A,Gryffindor
431,A,A,C,A,C,A,A,A,A,A,A,C,A,B,A,A,A,D,A,A,A,B,A,A,A,B,A,Gryffindor
432,A,A,C,A,C,A,A,A,A,D,A,A,A,B,A,A,A,A,A,A,C,A,A,B,A,A,B,Gryffindor
433,A,A,C,A,C,A,A,A,A,D,A,A,A,B,A,A,A,A,A,E,A,C,A,A,A,A,B,Gryffindor
434,A,A,C,A,A,A,D,A,A,A,A,C,A,A,B,D,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
435,A,A,C,A,A,A,D,A,A,A,A,C,A,A,C,D,A,A,A,A,A,B,A,A,A,B,A,Gryffindor
436,A,A,C,A,A,A,D,A,A,A,A,D,D,A,A,A,A,A,A,E,A,B,A,A,A,A,B,Gryffindor
437,A,A,C,A,A,A,D,A,A,A,B,A,D,A,A,A,A,A,A,A,C,A,B,A,A,A,B,Gryffindor
438,A,A,C,A,A,A,A,A,B,A,E,A,A,B,A,A,B,A,A,A,A,A,A,C,A,C,A,Gryffindor
439,A,A,C,A,A,A,A,A,B,A,G,A,A,A,B,A,A,A,A,D,A,B,A,A,C,A,A,Gryffindor
